plot,Rep,Row,Column,taxa,Anthesis,Silking
2634,2,53,18,W816G,75,78
2635,2,53,19,PHK05,59,60
2636,2,53,20,B104,75,77
2637,2,53,21,Pa778,70,75
2638,2,53,22,LH260,70,71
2639,2,53,23,T146,69,73
2640,2,53,24,Va85,76,79
2641,2,53,25,NC362,77,80
2642,2,53,26,SG_30A,73,75
2643,2,53,27,NC364,75,78
2644,2,53,28,CML_91,90,92
2645,2,54,1,B97,75,79
2646,2,54,2,MS221,75,76
2647,2,54,3,LH196,71,71
2648,2,54,4,LH216,75,77
2649,2,54,5,LH214,76,79
2650,2,54,6,H121,77,85
2651,2,54,7,LP5,71,73
2652,2,54,8,NC310,75,75
2653,2,54,9,SD44,68,68
2654,2,54,10,A651,63,63
2655,2,54,11,W22,71,75
2656,2,54,12,B108,76,78
2657,2,54,13,904,65,65
2658,2,54,14,NC290A,76,87
2659,2,54,15,DK84BRQ4,73,76
2660,2,54,16,CR1HT,67,68
2661,2,54,17,NORTH_7,69,72
2662,2,54,18,LH284,73,75
2663,2,54,19,B97,73,75
2664,2,54,20,PHBW8,69,69
2665,2,54,21,A680,74,76
2666,2,54,22,PHZ51,75,75
2667,2,54,23,NKBCC03,76,79
2668,2,54,24,H5,72,78
2669,2,54,25,A15,61,61
2670,2,54,26,B97,75,77
2671,2,54,27,A663,76,78
2672,2,54,28,Ky21,83,91
2673,2,55,1,B97,72,75
2674,2,55,2,B79,75,77
2675,2,55,3,SD101,73,73
2676,2,55,4,B97,73,76
2677,2,55,5,B-18_INBR.FR.SUPERGOLD,69,72
2678,2,55,6,B97,76,76
2679,2,55,7,LH205,72,75
2680,2,55,8,B97,75,80
2681,2,55,9,DKMFD-13D,73,75
2682,2,55,10,LH206,72,75
2683,2,55,11,B97,72,75
2684,2,55,12,R229,75,77
2685,2,55,13,CML_108,77,79
2686,2,55,14,B97,75,78
2687,2,55,15,PH207,66,71
2688,2,55,16,KO679Y,81,83
2689,2,55,17,H95,75,81
2690,2,55,18,NP899,71,75
2691,2,55,19,PHGV6,83,85
2692,2,55,20,NC230,82,85
2693,2,55,21,PHN66,73,76
2694,2,55,22,LH195,76,78
2695,2,55,23,CML_220,81,83
2696,2,55,24,MEF156-55-2,63,62
2697,2,55,25,N540,77,77
2698,2,55,26,PHT47,75,78
2699,2,55,27,DKIB014,73,75
2700,2,55,28,LH146Ht,67,69
2701,2,56,1,CSJ3,54,59
2702,2,56,2,CO125,63,66
2703,2,56,3,PHWRZ,71,71
2704,2,56,4,DKNL001,72,73
2705,2,56,5,PHW43,71,73
2706,2,56,6,DJ7,75,76
2707,2,56,7,Seagull_Seventeen,73,76
2708,2,56,8,Huanyao,76,75
2709,2,56,9,TZU-CHIAO-HSI-WU_105,75,75
2710,2,56,10,B97,73,76
2711,2,56,11,4554_INBRED,62,63
2712,2,56,12,Ky228,80,93
2713,2,56,13,LH183,73,75
2714,2,56,14,IDS28,73,77
2715,2,56,15,CM37,63,63
2716,2,56,16,PHG47,68,71
2717,2,56,17,A554,65,67
2718,2,56,18,NY_166_(Neveh_Yaar),68,77
2719,2,56,19,DK6F545,75,81
2720,2,56,20,B91,73,77
2721,2,56,21,F44,89,95
2722,2,56,22,PHN11,67,68
2723,2,56,23,LH163,71,72
2724,2,56,24,R177,74,79
2725,2,56,25,Oh43,69,72
2726,2,56,26,LH52,69,69
2727,2,56,27,B66,72,76
2728,2,56,28,87916W,68,79
2729,2,57,1,ZS635,70,71
2730,2,57,2,CI_3A,77,78
2731,2,57,3,MS223,73,72
2732,2,57,4,792,73,75
2733,2,57,5,A427,72,77
2734,2,57,6,B85,70,76
2735,2,57,7,VaW6,75,77
2736,2,57,8,ICI_740,75,76
2737,2,57,9,J8606,73,74
2738,2,57,10,LH185,66,71
2739,2,57,11,NC306,75,77
2740,2,57,12,R181B,73,75
2741,2,57,13,B97,75,77
2742,2,57,14,PHV37,71,72
2743,2,57,15,B54,75,79
2744,2,57,16,W813G,70,72
2745,2,57,17,W9,67,67
2746,2,57,18,WIL903,76,77
2747,2,57,19,NC350,85,85
2748,2,57,20,CI_540,79,83
2749,2,57,21,DKIB02,65,67
2750,2,57,22,ZS01250,65,66
2751,2,57,23,DKMM402A,75,77
2752,2,57,24,A672,68,71
2753,2,57,25,WR3,66,67
2754,2,57,26,B97,75,78
2755,2,57,27,SD15,72,73
2756,2,57,28,LH299,69,69
2757,2,58,1,ND283,63,65
2758,2,58,2,Tr,73,75
2759,2,58,3,A634,68,71
2760,2,58,4,OS602,68,69
2761,2,58,5,Mo44,80,83
2762,2,58,6,B97,72,76
2763,2,58,7,NK794,67,68
2764,2,58,8,I29,68,70
2765,2,58,9,Mo17,73,77
2766,2,58,10,A662,60,61
2767,2,58,11,NS701,73,73
2768,2,58,12,H71,73,78
2769,2,58,13,LH213,75,78
2770,2,58,14,LH38,71,73
2771,2,58,15,G3_T5a,56,58
2772,2,58,16,PHG86,75,78
2773,2,58,17,B97,75,76
2774,2,58,18,B97,73,76
2775,2,58,19,Wf9,71,72
2776,2,58,20,2MCDB,69,71
2777,2,58,21,R101,71,92
2778,2,58,22,NC342,75,78
2779,2,58,23,W817G,75,79
2780,2,58,24,SD40,71,77
2781,2,58,25,T8,81,82
2782,2,58,26,CO245,62,63
2783,2,58,27,B65,77,77
2784,2,58,28,PHV63,76,81
2785,2,59,1,A635,67,68
2786,2,59,2,B97,73,77
2787,2,59,3,CH753-4,67,68
2788,2,59,4,T234,80,86
2789,2,59,5,A679,69,69
2790,2,59,6,L317,78,86
2791,2,59,7,CL17,58,63
2792,2,59,8,NC348,77,78
2793,2,59,9,B97,75,78
2794,2,59,10,N7A,75,78
2795,2,59,11,A654,65,65
2796,2,59,12,B97,75,77
2797,2,59,13,B97,75,78
2798,2,59,14,CML_322,87,91
2799,2,59,15,MS226,71,71
2800,2,59,16,PHR25,63,65
2801,2,59,17,Mo23W,86,91
2802,2,59,18,ND245,63,65
2803,2,59,19,L222,69,69
2804,2,59,20,DK83IBI3,66,71
2805,2,59,21,W821G,76,78
2806,2,59,22,B97,73,76
2807,2,59,23,B97,73,79
2808,2,59,24,PHHB4,76,75
2809,2,59,25,B99,73,81
2810,2,59,26,CH711-10,72,75
2811,2,59,27,PHR32,75,78
2812,2,59,28,PHV78,75,83
2813,2,60,1,4F-306_108,69,79
2814,2,60,2,Va102,72,77
2815,2,60,3,B97,71,76
2816,2,60,4,DK4676A,69,69
2817,2,60,5,PHRE1,63,63
2818,2,60,6,H52,89,91
2819,2,60,7,Huobai,77,76
2820,2,60,8,11430,69,71
2821,2,60,9,CI_40H,69,73
2822,2,60,10,R78,74,75
2823,2,60,11,A12,63,65
2824,2,60,12,MS1334,63,63
2825,2,60,13,WIL500,89,93
2826,2,60,14,B97,75,78
2827,2,60,15,AS5707,75,75
2828,2,60,16,ICI_193,71,73
2829,2,60,17,NC340,89,91
2830,2,60,18,A572,65,65
2831,2,60,19,RS_710,64,65
2832,2,60,20,CR14,68,69
2833,2,60,21,A648,71,71
2834,2,60,22,B97,72,79
2835,2,60,23,Mo28W,83,93
2836,2,60,24,PHG50,68,71
2837,2,60,25,IDS69,77,81
2838,2,60,26,NC356,81,83
2839,2,60,27,P39,68,72
2840,2,60,28,HP72-11,77,81
