plot,Rep,Row,Column,taxa,Anthesis,Silking,Silking.sp,Anthesis.sp,Silking.sp.sp
1049,1,2,21,PHT10,75,76,75.8986839709397,73.9240171679404,75.8985827763024
1050,1,2,22,A239,71,71,73.33310227352,71.858050924614,73.3330649387306
1051,1,2,23,A415-1-3_INBRED,77,77,76.2671090555361,74.7919800210906,76.2671455595813
1052,1,2,24,Seagull_Seventeen,72,77,76.2007761058239,72.2258219378557,76.2008948221993
1053,1,2,25,MS116,66,72,73.634206462489,69.1595944488952,73.634413411322
1054,1,2,26,DKMBZA,75,78,76.5674918419395,73.5933150289893,76.5677908829788
1055,1,2,27,N501,68,72,73.5007075935154,70.0269999761211,73.5011007491608
1056,1,2,28,Pa392,66,71,72.933884473814,68.9606587066974,72.9343729328032
1057,1,3,1,K150,71,77,77.5537860477724,73.1510731766565,77.5541453455184
1058,1,3,2,I29,66,68,72.9956035652951,70.5881090795728,72.9959103573917
1059,1,3,3,A635,66,68,72.9373337345666,70.5251268575765,72.9375902690664
1060,1,3,4,W182E,65,67,72.3789588368177,69.96212964837,72.3791677837565
1061,1,3,5,N192,67,68,72.8205398504752,70.8991470043986,72.8207023705554
1062,1,3,6,DK8M116,76,78,77.7621564509583,75.3362141157333,77.7622717425262
1063,1,3,7,T232,77,78,77.7038928956192,75.7733670552467,77.7039580849274
1064,1,3,8,L_139,68,68,72.6457457090516,71.2106150349578,72.6457579307694
1065,1,3,9,B97,71,73,75.0876426675362,72.6479458004871,75.087600702479
1066,1,3,10,DE2,73,77,77.0295048321083,73.585341754624,77.0294093209102
1067,1,3,11,B97,71,75,75.9712414776968,72.5227789668571,75.9710952291571
1068,1,3,12,S_56,57,60,68.4127237084939,65.4602168057717,68.4125326227062
1069,1,3,13,CI_91B,75,77,76.8538309873476,74.3976154955883,76.8536038628471
1070,1,3,14,911,64,66,71.294483491044,68.8349466626597,71.2942310612078
1071,1,3,15,CI_64,81,81,78.7346352778258,77.2721900634697,78.7343694024923
1072,1,3,16,EP1,61,63,69.6742781777081,67.2093336964604,69.6740109350715
1073,1,3,17,A344,63,63,69.6134182539754,68.1463609698383,69.613161518131
1074,1,3,18,B106,71,76,76.052070152212,72.0832523707614,76.051835317434
1075,1,3,19,B97,71,77,76.4902452648219,72.0199960760937,76.4900432680289
1076,1,3,20,YING-55,66,71,73.4279495860805,69.4565861555083,73.4277910358456
1077,1,3,21,MBST,71,72,73.8651738320244,71.8930263107666,73.8650694700043
1078,1,3,22,CML_154Q,82,83,79.3019200943127,77.3293255912267,79.3018805931885
1079,1,3,23,A321,69,71,73.238224886578,70.7654995858352,73.2382601290749
1080,1,3,24,H114,73,73,74.1741481145916,72.7015633764077,74.1742666318528
1081,1,3,25,INBRED_100,79,86,80.6097742009687,75.6375305297926,80.6099825649173
1082,1,3,26,J47,75,78,76.5451906205804,73.5734189741856,76.5454933633333
1083,1,3,27,NC364,73,76,75.4804812289612,72.5092495184806,75.4808809310884
1084,1,3,28,87916W,75,78,76.4156950812565,73.4450388474887,76.4161932517302
1085,1,4,1,PHZ51,71,72,74.9687019452373,73.0733641879676,74.9690766483076
1086,1,4,2,S8324,65,67,72.4130553720735,70.0126969063592,72.4133753854483
1087,1,4,3,A627,67,71,74.3573143166138,70.952009424369,74.3575823503084
1088,1,4,4,MEF156-55-2,62,63,70.301475267776,68.3913082794963,70.3016942823694
1089,1,4,5,F42,67,67,72.24562039355,70.8306296292327,72.2457914710582
1090,1,4,6,CML_322,85,86,81.6898434772599,79.7700141485872,81.6899654845147
1091,1,4,7,IBB14,68,69,73.1342325981453,71.2095014081095,73.1343022564115
1092,1,4,8,NK794,69,69,73.0787900505868,71.6491045541663,73.0788039197193
1093,1,4,9,DKFBHJ,71,71,74.0234481658741,72.5888145057019,74.0234042628431
1094,1,4,10,INBRED_321,77,79,77.9681085740018,75.5286079712167,77.9680070616215
1095,1,4,11,CH157,65,66,71.4126494789834,69.4684504206238,71.4124931971365
1096,1,4,12,DKNL001,71,71,73.8569074157089,72.4082869134633,73.8567028412252
1097,1,4,13,ND247,64,67,71.8007296938595,68.8480650215202,71.8004867099053
1098,1,4,14,LH39,69,69,72.7440119489686,71.2877496053909,72.7437427716527
1099,1,4,15,LH212Ht,73,73,74.6866959457698,73.2273193010197,74.6864140881117
1100,1,4,16,NC348,77,77,76.6287770609635,75.1667675667342,76.6284961214504
1101,1,4,17,L317,77,83,79.5702840913736,75.1060875800859,79.5700169247947
1102,1,4,18,B97,73,77,76.5112675189499,73.045271724845,76.5110256816233
1103,1,4,19,B97,71,77,76.4517681711462,71.9843137586799,76.4515620817847
1104,1,4,20,Mt42,61,63,69.3918115975303,66.9232078115522,69.3916508878948
1105,1,4,21,L_135,65,66,70.8313806545253,68.8619470181794,70.8312752558647
1106,1,4,22,W819G,73,77,76.2704617932181,72.8005287313245,76.2704218975528
1107,1,4,23,B97,71,76,75.7090738116051,71.7389603225217,75.7091091667105
1108,1,4,24,PHP76,69,71,73.1472587794235,70.677252037809,73.1473781275845
1109,1,4,25,MS24A,66,69,72.0850846493479,69.1154167805028,72.0852950972962
1110,1,4,26,INBRED_109,77,79,77.0226397529848,74.5534777204302,77.0229463903074
1111,1,4,27,ND167,60,61,67.9600227316822,65.991465102653,67.9604284855525
1112,1,4,28,LH216,75,77,75.8973022163338,73.4294040067459,75.8978087112226
1113,1,5,1,LH132,71,72,74.8836673153841,72.9955458648841,74.8840585978478
1114,1,5,2,PHH93,66,71,74.3305768761938,70.4371901506745,74.3309103159835
1115,1,5,3,4N506,73,73,75.277385444618,73.8788128983864,75.2776641551946
1116,1,5,4,W603S,69,73,75.2241000312834,71.8204225719439,75.2243272823375
1117,1,5,5,B97,71,76,76.6708192122779,72.7620594777645,76.6709961496423
1118,1,5,6,Mo16W,79,81,79.1176457497226,76.7037676209187,79.117771183775
1119,1,5,7,FC46,64,71,74.0646665869963,69.1455886504793,74.064737235724
1120,1,5,8,B97,71,75,76.0118912668779,72.587540804891,76.0119035109706
1121,1,5,9,PHR62,69,72,74.459262339685,71.5296211125753,74.4592137367199
1122,1,5,10,SD42,70,72,74.4066620116255,71.9718022723362,74.4065525841875
1123,1,5,11,NQ402,67,71,73.8539381318947,70.4140409258101,73.8537710986673
1124,1,5,12,R101,71,76,76.3009065555198,72.3562722628756,76.3006890088808
1125,1,5,13,B54,69,73,74.7473952988446,71.2984342042573,74.7471379349643
1126,1,5,14,B97,72,77,76.6932784921907,72.7404830826978,76.6929946060237
1127,1,5,15,CA-4,77,77,76.6384810955,75.1823916906824,76.638185468842
1128,1,5,16,PHP85,75,76,76.0829896131124,74.1241514760315,76.0826971650212
1129,1,5,17,YE-CHI-HUNG,68,71,73.5268455770318,70.5657617831528,73.5265701215052
1130,1,5,18,B64,76,78,76.9701290537527,74.5072270498454,76.969882426695
1131,1,5,19,NC230,79,79,77.4129149478095,75.9485514868385,77.4127071160844
1132,1,5,20,IDS28,71,78,76.8552574031905,71.8897355411064,76.8550969594652
1133,1,5,21,W815G,75,77,76.2971386231665,73.83076526909,76.2970345279393
1134,1,5,22,DK3IIH6,67,68,71.7385322419237,69.7716275779782,71.7384940407297
1135,1,5,23,PHM57,79,79,77.1794336533119,75.7123195198038,77.1794709722689
1136,1,5,24,PHW03,66,65,70.1198696148192,69.152847601278,70.1199914347274
1137,1,5,25,ND251,61,61,68.0599058650011,66.5932297427768,68.0601196282652
1138,1,5,26,PHB47,73,73,73.9996395611792,72.5334977088252,73.9999505789801
1139,1,5,27,CI_40H,69,71,72.9391850333844,70.4736917851776,72.9395962146071
1140,1,5,28,NC368,77,78,76.3786194366813,74.4138407371311,76.3791323207448
1141,1,6,1,LH217,71,71,74.2987303281975,72.9176240393934,74.2991396478616
1142,1,6,2,T242,65,69,73.2482449001749,69.8616080020477,73.2485920421992
1143,1,6,3,IA2132,62,63,70.197652671726,68.3055677711476,70.1979410245003
1144,1,6,4,PHHH9,76,79,78.1469606939228,75.2495104579012,78.1471938843682
1145,1,6,5,LP1_NR_Ht,71,74,75.5962737052368,72.6934774988355,75.5964531994116
1146,1,6,6,CO125,64,66,71.5456985974731,69.1375152719351,71.5458235147928
1147,1,6,7,3IJI1,65,67,71.9953231364875,69.5816691268508,71.9953905368073
1148,1,6,8,B104,76,77,76.9451637580879,75.0259632587765,76.9451702406522
1149,1,6,9,NC340,84,87,81.8951714664715,78.9704011961626,81.8951146298048
1150,1,6,10,LH191,71,71,73.8452126271381,72.4149538095357,73.8450928618907
1151,1,6,11,Mo44,77,77,76.7951131247113,75.3595725484188,76.7949344383166
1152,1,6,12,LIBC_4,65,67,71.7446860546588,69.3041889364327,71.7444562142237
1153,1,6,13,B97,71,73,74.6937555816154,72.2487356068625,74.6934858172196
1154,1,6,14,DKIB014,69,71,73.6421787995343,71.1931591289077,73.6418830388738
1155,1,6,15,OQ601,69,71,73.589862183291,71.1374222056397,73.5895559842253
1156,1,6,16,ND245,61,64,70.0367754233015,67.0815072035669,70.0364746195698
1157,1,6,17,INBRED_141,71,72,73.9829617324839,72.0254140372485,73.9826808867149
1158,1,6,18,Hi26,81,81,78.4285189751713,76.9691556619595,78.4282702402439
1159,1,6,19,LH82,69,69,72.3735542767046,70.9127489606666,72.3733472750903
1160,1,6,20,B97,73,75,75.318153883774,72.8562058917718,75.3179962480606
1161,1,6,21,LH199,71,72,73.7623064258704,71.7995122747007,73.7622061247221
1162,1,6,22,A258,71,72,73.7059788314891,71.7426504326897,73.7059446839615
1163,1,6,23,T9,55,58,66.6491452384507,63.6856098850186,66.6491867380262
1164,1,6,24,B97,71,75,75.0918257550791,71.6283967896828,75.0919520462133
1165,1,6,25,A71,69,71,73.034100985541,70.5710385177715,73.0343195224269
1166,1,6,26,LH60,77,77,75.9760830090342,74.5135756643501,75.9763988980336
1167,1,6,27,PHN46,76,77,75.9178974568212,73.9560550008193,75.9183132052807
1168,1,6,28,VaW6,73,77,75.8596138945305,72.3985017094434,75.8601307887206
1169,1,7,1,Ky226,78,81,79.2139747929189,76.3396299327577,79.2144035959574
1170,1,7,2,LH163,69,69,73.1661551407779,71.7859904755278,73.166516235068
1171,1,7,3,T141,67,69,73.1182262350922,70.732323234914,73.1185231194879
1172,1,7,4,NP899,71,77,77.0701847145769,72.6786317200189,77.0704213654059
1173,1,7,5,R177,71,78,77.5221248056247,72.6249554545774,77.5223032944962
1174,1,7,6,A663,75,79,77.974149773217,74.5713421354125,77.9742699341098
1175,1,7,7,6F629,72,77,76.9263525494841,73.017842199665,76.9264120753695
1176,1,7,8,B97,71,77,76.8787523461035,72.4644830063273,76.878748440292
1177,1,7,9,H122w,75,77,76.8312993218651,74.4112691331656,76.8312302395431
1178,1,7,10,DK3IBZ2,63,61,68.7838491932894,68.3581692623691,68.7837162668735
1179,1,7,11,PHV57,66,66,71.2362185105041,69.8051327054318,71.2360269292783
1180,1,7,12,B97,71,78,77.1882337120284,72.2520947574277,77.1879920714179
1181,1,7,13,2MCDB,67,67,71.6397317240553,70.1989907779275,71.6394516862492
1182,1,7,14,LH51,65,65,70.5905683281027,69.1457643771583,70.5902640952787
1183,1,7,15,912,66,65,70.5406429282919,69.5923727197858,70.5403302903234
1184,1,7,16,A619,68,68,71.9899135325435,70.5387905997977,71.9896086148487
1185,1,7,17,CL17,58,59,67.4384175039684,65.4850150732636,67.4381351393823
1186,1,7,18,B97,71,75,75.3862537764139,71.931060716153,75.3860062613639
1187,1,7,19,R134,77,79,77.3335467107243,74.8769515157205,77.3333434081337
1188,1,7,20,W811G,75,78,76.7804041703158,73.8227077238035,76.7802520061966
1189,1,7,21,LH38,69,69,72.2268251711665,70.7683185563769,72.2267312774268
1190,1,7,22,MS153,67,69,72.1727788214503,69.7137670732646,72.1727512746939
1191,1,7,23,CML_228,77,77,76.1182296758672,74.6590404285682,76.1182776390699
1192,1,7,24,Mo1W,75,77,76.0631974732117,73.6041458299502,76.0633299618587
1193,1,7,25,NC232,81,85,80.0077762740419,76.5491165601796,80.0080004847188
1194,1,7,26,38-11,80,84,79.4520886737696,75.993997416408,79.4524093065616
1195,1,7,27,NC298,80,81,77.8962658240205,75.9388369789308,77.8966848680648
1196,1,7,28,PHJ75,63,65,69.8403678946863,67.3836561382727,69.8408862660381
1197,1,8,1,C49A,61,63,70.1295072566436,67.7616153359296,70.1299567331896
1198,1,8,2,B97,71,75,76.0844140553867,72.7103992257376,76.0847891740486
1199,1,8,3,C42,56,59,68.0392111911275,65.1591507371835,68.0395154313339
1200,1,8,4,PHT73,58,60,68.4938775436602,66.1078686697482,68.4941151904814
1201,1,8,5,B97,71,76,76.4484806102273,72.5565878657398,76.4486545660416
1202,1,8,6,HP301,75,77,76.9031109272494,74.505355603498,76.9032220955441
1203,1,8,7,Mo5,79,79,77.8578677867938,76.454227034029,77.857914782807
1204,1,8,8,H99,71,75,75.8127669464632,72.4032283207848,75.8127479833651
1205,1,8,9,W821G,77,78,77.2677474367011,75.3523583344877,77.2676620567945
1206,1,8,10,52220,76,77,76.7226602834989,74.8015823146246,76.7225113010267
1207,1,8,11,PHR32,75,77,76.6773256375128,74.2508497217458,76.6771197542812
1208,1,8,12,DKF274,73,77,76.631594766313,73.2001060831729,76.6313416221867
1209,1,8,13,C123,68,68,72.0853320762978,70.6492981574839,72.0850438228859
1210,1,8,14,LH231,70,70,73.0384146985204,71.5983778422042,73.0381055604119
1211,1,8,15,T146,64,65,70.4907545883584,68.5473066845652,70.4904400688611
1212,1,8,16,W604S,69,71,73.4423113090675,70.9960591466597,73.4420071383646
1213,1,8,17,W812G,76,78,76.893113986395,74.4446290574451,76.8928346531586
1214,1,8,18,LH61,65,67,71.3432477239243,68.8930261557377,71.3430053182248
1215,1,8,19,PHR58,76,77,76.2928333010721,74.3412723862084,76.2926369248253
1216,1,8,20,B97,71,77,76.2419816981029,71.789388106913,76.2418378600986
1217,1,8,21,Oh40B,73,77,76.1907031514233,72.7373661355955,76.1906183542497
1218,1,8,22,B97,71,76,75.6389769757708,71.6851932595326,75.6389585518011
1219,1,8,23,A672,67,68,71.586771140294,69.632858658014,71.5868276402071
1220,1,8,24,INBRED_305,73,77,76.0341073246907,72.5803700042558,76.0342472695886
1221,1,8,25,A96,64,64,69.4810807629794,68.0277592669891,69.4813109091004
1222,1,8,26,N540,79,78,76.4278145087472,75.4750691140876,76.4281391348677
1223,1,8,27,N215,76,77,75.8744394778228,73.9223456965032,75.8748601483168
1224,1,8,28,ND260,64,63,68.8210142568357,67.8696092231823,68.8215314683026
1225,1,9,1,DK6F545,75,75,76.0454651480525,74.6836620021616,76.0459358770972
1226,1,9,2,Ky228,79,86,81.5031420043377,76.6349286737437,81.5035308008851
1227,1,9,3,PHG35,70,73,74.9607021190551,72.086155941413,74.9610124607802
1228,1,9,4,PHK76,69,69,72.9181060399223,71.5373374454329,72.9183425076572
1229,1,9,5,Sg_1533,81,82,79.375390905349,77.4885012586839,79.3755572644396
1230,1,9,6,CO255,61,61,68.8326275646965,67.4396911425027,68.8327259482698
1231,1,9,7,Mo7,82,85,80.789911286019,77.8909630028829,80.7899416066726
1232,1,9,8,PH5HK,71,72,74.2472493427948,72.3423402929923,74.2472113081293
1233,1,9,9,W23,69,72,74.2045696819417,71.2938167100762,74.2044646113207
1234,1,9,10,CH753-4,67,68,72.1617243962434,70.2453554760973,72.1615569455089
1235,1,9,11,B97,71,76,76.1185445386307,72.1969080017277,76.1183231293126
1236,1,9,12,NC328,75,75,75.5749096797588,74.1484318521301,75.5746451994873
1237,1,9,13,B97,71,76,76.0307195361073,72.0998887873378,76.0304247639797
1238,1,9,14,PHB09,71,71,73.4858921784334,72.0512465854846,73.4855812161727
1239,1,9,15,PHV53,76,79,77.4403688859575,74.502478482485,77.4400565782182
1240,1,9,16,LH198,73,73,74.3941214128608,72.9535646514357,74.3938226133378
1241,1,9,17,ND230,61,61,68.3471750669115,66.9044988980068,68.3469034191671
1242,1,9,18,B77,75,75,75.2995996063414,73.855286579064,75.2993665611075
1243,1,9,19,A427,73,77,76.2514999198355,72.8059434254803,76.2513141360663
1244,1,9,20,ICI_740,75,75,75.2029761173933,73.7564845275575,75.2028437625719
1245,1,9,21,PHK05,58,59,67.1540480774108,65.206904306141,67.1539750610939
1246,1,9,22,NC236,79,80,77.6047063281661,75.6571921105449,77.6046991705983
1247,1,9,23,MS1334,63,62,68.5549220428736,67.6073379431584,68.5549885341858
1248,1,9,24,PHK42,69,72,73.5047165126676,70.5573484391739,73.5048645198081
1249,1,9,25,LH57,69,72,73.4541812539233,70.5072523473767,73.4544170090443
1250,1,9,26,IDS91,75,75,74.9034345078849,73.4570880384408,74.9037618967441
1251,1,9,27,Il14H,68,75,74.852602715709,69.9068973811997,74.8530230143063
1252,1,9,28,LH188,77,77,75.8017474521508,74.3567017183946,75.8022607813789
1253,1,10,1,H84,71,77,76.9619819817146,72.6058641024062,76.9624738853525
1254,1,10,2,CQ702RC,72,75,75.9224478588451,73.0596792666779,75.9228495968593
1255,1,10,3,Mo46,67,71,73.8827791262363,70.5134450233977,73.8830942787474
1256,1,10,4,F115,64,66,71.3429222972989,68.9671501504209,71.3431557480649
1257,1,10,5,B97,71,73,74.8028899766554,72.4208152573041,74.8030462546216
1258,1,10,6,NC356,80,81,78.7627287979253,76.8744774117026,78.7628112821096
1259,1,10,7,PHW51,75,75,75.7225126281021,74.3281874359563,75.722522931207
1260,1,10,8,LP5,69,71,73.682235693279,71.281966011645,73.6821755209706
1261,1,10,9,W64A,67,69,72.6418208974532,70.2358060405684,72.6416937117273
1262,1,10,10,B8,66,67,71.6011279459792,69.6896719998531,71.6009404353804
1263,1,10,11,CO192,63,64,70.0600037610423,68.1435191878114,70.0597661176783
1264,1,10,12,A73,69,71,73.5183544708598,71.0973160023546,73.5180789315925
1265,1,10,13,PHN18,72,75,75.4761159788458,72.5510386125659,75.4758160697393
1266,1,10,14,WIL901,75,75,75.4332577321766,74.0046732209354,75.4329473913781
1267,1,10,15,DK84BRQ4,73,77,76.3897602538198,72.9582082636645,76.3894534904121
1268,1,10,16,B87,71,73,74.3456151505333,71.9116339001444,74.3453256900522
1269,1,10,17,DK78371A,75,75,75.3008529367514,73.864949061015,75.3005932370241
1270,1,10,18,B97,72,77,76.255536843155,72.3181599333052,76.255317297086
1271,1,10,19,L_289,75,75,75.209754535097,73.7712770372997,75.2095830485997
1272,1,10,20,PHEG9,75,75,75.1635898098325,73.724308917847,75.1634720604572
1273,1,10,21,LH194,76,76,75.6170685289469,74.1772487629137,75.6170097240696
1274,1,10,22,N199,75,75,75.0701877385074,73.6300850918628,75.0701934978606
1275,1,10,23,DKWDAD1,71,73,74.0229138749166,71.5828050139843,74.0229911864581
1276,1,10,24,4578_INBRED,75,75,74.9752625321186,73.5354124027952,74.9754185960448
1277,1,10,25,IBB15,69,73,73.9273200695312,70.4879336422638,73.9275605867147
1278,1,10,26,PHR61,75,75,74.8791967333081,73.4404027036842,74.879525253862
1279,1,10,27,2MA22,71,77,75.831010205964,71.392856186133,75.8314278728657
1280,1,10,28,R225,80,81,77.7828240291371,75.8453154677535,77.7833307419163
1281,1,11,1,Bei_10_=_North_10,71,73,74.8791824075411,72.5283300000216,74.8796947411336
1282,1,11,2,OQ603,68,69,72.8424241114438,70.9847565853357,72.842837739029
1283,1,11,3,B97,71,75,75.8055058925049,72.4411217659574,75.8058245863063
1284,1,11,4,CM48,59,59,67.7683661150429,66.3974106294839,67.7685950701971
1285,1,11,5,B97,72,77,76.7310019354883,72.8536378100506,76.7311463187563
1286,1,11,6,N193,69,71,73.6934334979488,71.3098321878063,73.6934978995012
1287,1,11,7,11430,69,71,73.6556964555093,71.2660343561458,73.6556845272878
1288,1,11,8,K41,75,76,76.1177666133416,74.2222611723984,76.1176824900717
1289,1,11,9,LH183,73,73,74.5795665537868,73.1785071710633,74.5794161211803
1290,1,11,10,LH224,71,73,74.5409722429653,72.1347415408365,74.5407642802932
1291,1,11,11,OQ101,64,64,70.0018541633828,68.5909262691125,70.001600495123
1292,1,11,12,B97,72,77,76.4621422734384,72.5470390803636,76.4618563788207
1293,1,11,13,PHJ89,68,68,71.9218033198374,70.5030677737338,71.9214994511036
1294,1,11,14,Va52,71,76,75.8808528804242,71.9590138253541,75.8805448706057
1295,1,11,15,ZS01250,65,66,70.839310121616,68.9148801789,70.8390112067926
1296,1,11,16,LH172,67,69,72.2971922231243,69.8706696817947,72.2969149690954
1297,1,11,17,B14A,73,76,75.754545253386,72.8263911792056,75.7543007774054
1298,1,11,18,PHTE4,68,68,71.7114391479162,70.2820577840423,71.7112364986716
1299,1,11,19,PHK74,64,65,70.1679549587875,68.237679956989,70.1678009383344
1300,1,11,20,PHR36,73,75,75.124166620311,72.6932630725347,75.1240660704137
1301,1,11,21,W32,72,75,75.0801006345885,72.1487971179736,75.0800578758791
1302,1,11,22,PHW06,62,63,69.0357529063416,67.1042670469568,69.0357726225905
1303,1,11,23,A334,64,65,69.9910788891085,68.0596556106874,69.9911672653117
1304,1,11,24,AS6103,75,75,74.9460826301996,73.5149627710547,74.946246217101
1305,1,11,25,N545,81,81,77.9008397190554,76.4702115414778,77.9010837222957
1306,1,11,26,LH169Ht,69,72,73.3554463425988,70.4254298675196,73.3557740624668
1307,1,11,27,B97,75,75,74.8100048425083,73.3806466763808,74.8104174534628
1308,1,11,28,NC318,81,81,77.76457297546,76.3358788353605,77.7650704360933
1309,1,12,1,B97,72,77,76.7972047238945,72.9512063985387,76.7977361713941
1310,1,12,2,Ia5125B,66,66,71.2631862642894,69.9103021868669,71.2636105026108
1311,1,12,3,LH160,63,66,71.2289859216805,68.3693277987708,71.2293068940958
1312,1,12,4,N527,71,77,76.6945355652129,72.328265311175,76.6947587734231
1313,1,12,5,PHN11,66,67,71.6598204694179,69.7871241696531,71.6599516827817
1314,1,12,6,PHEM9,66,66,71.124832024627,69.7459239196966,71.1248770844359
1315,1,12,7,PHJ65,81,87,81.5895579918424,77.2046913795915,81.5895228371344
1316,1,12,8,N217,77,78,77.0539533865374,75.1634379766727,77.0538448495916
1317,1,12,9,LH211,76,76,76.0179445303875,74.6221601307017,76.0177710504936
1318,1,12,10,B97,71,77,76.481430782848,72.0808337648711,76.4812031610358
1319,1,12,11,K4,81,81,78.4443123448196,77.0394294593232,78.4440437911087
1320,1,12,12,Va26,73,73,74.4065400301433,72.9979325922105,74.406245026394
1321,1,12,13,PHT77,69,71,73.3681035092338,70.9563391478553,73.3677969034668
1322,1,12,14,NC306,76,78,76.829050856289,74.4146605540022,76.8287464761995
1323,1,12,15,ICI_441,71,72,73.7894342793894,71.872911853145,73.7891447713601
1324,1,12,16,B76,72,73,74.2493025659861,72.3311103800742,74.249039391667
1325,1,12,17,B97,75,75,75.208726498837,73.7892781534194,75.208499367183
1326,1,12,18,B97,75,75,75.1677938216494,73.7474395690441,75.1676102606458
1327,1,12,19,DK84QAB1,75,73,74.1265910660176,73.7056107902734,74.126456490683
1328,1,12,20,B164,73,76,75.5851911388613,72.663799076776,75.5851092276882
1329,1,12,21,K47,75,81,78.0436153126252,73.6219909724756,78.0435893737911
1330,1,12,22,Va17,75,77,76.0018512232332,73.5801668962492,76.0018850545434
1331,1,12,23,PHV63,75,75,74.9598415564069,73.5383055800913,74.9599405707469
1332,1,12,24,U_123,62,63,68.9175753320518,66.9964024311586,68.9177454466734
1333,1,12,25,Pa880,76,81,77.8751107016405,73.9544749096216,77.8753566695047
1334,1,12,26,Mo24W,78,83,78.8325224013297,74.9125422205211,78.832847368124
1335,1,12,27,Va59,75,75,74.789889708176,73.3706224170087,74.7902950511593
1336,1,12,28,CI_3A,81,83,78.7472573220513,76.3287234955588,78.7477433466901
1337,1,13,1,A679,69,71,73.7162097569024,71.3746873249992,73.7167585144848
1338,1,13,2,CM7,60,61,68.6848828506727,66.8365028724539,68.6853162623401
1339,1,13,3,Il778d,71,75,75.653372323416,72.2982515643592,75.6536942909187
1340,1,13,4,B97,75,77,76.6215956573562,74.2599113236309,76.621811959058
1341,1,13,5,R78,75,79,77.5895162197101,74.2214836360915,77.5896333893706
1342,1,13,6,PHK35,72,77,76.5570923540994,72.6829765442539,76.557117712742
1343,1,13,7,Mo30W,77,,,75.1444019702774,
1344,1,13,8,OS602,68,68,71.9909803843397,70.6057644776432,71.990848386927
1345,1,13,9,LH284,76,76,75.9571654592819,74.5670607514492,75.9569704660836
1346,1,13,10,LH181,71,77,76.4227474651412,72.0282726345435,76.4225021115453
1347,1,13,11,MS142,64,64,69.8876564857476,68.4893785661908,69.8873750985558
1348,1,13,12,E8501,73,77,76.3518614764488,72.9503697116115,76.3515592551576
1349,1,13,13,PHP60,81,83,79.3153683246577,76.9112475499606,79.3150605144778
1350,1,13,14,Hi28,81,91,83.2782438392099,76.8720296252299,83.2779443379485
1351,1,13,15,PHG39,75,77,76.2405686008766,73.8327414646442,76.2402896355531
1352,1,13,16,W8304,75,77,76.202431191624,73.7934163087278,76.202183124695
1353,1,13,17,N538,75,77,76.1639325543809,73.7540900007757,76.1637236035635
1354,1,13,18,PHN47,82,86,80.6251809106257,77.2147984586112,80.6250169860038
1355,1,13,19,K155,79,81,78.0862709250525,75.6755662639126,78.086155947036
1356,1,13,20,NC290A,77,86,80.5472755964555,74.6364060576801,80.547211995452
1357,1,13,21,B97,73,77,76.0082058666672,72.5973030881692,76.0081960048845
1358,1,13,22,N6,71,77,75.9690379648838,71.558234917045,75.9690849153064
1359,1,13,23,DE4,73,77,75.9297064253726,72.519177602058,75.9298148879456
1360,1,13,24,HB8229,79,81,77.8901868641337,75.4801218082824,77.8903621175237
1361,1,13,25,B97,77,78,76.3505162038044,74.4410772778873,76.3507625653262
1362,1,13,26,H52,86,91,82.8107414135806,78.9020516037725,82.8110619572178
1363,1,13,27,G22_T122,61,63,68.7709117374498,66.3630489889309,68.7713082097441
1364,1,13,28,GE54,77,82,78.2310593503766,74.324068083632,78.2315325685026
1365,1,14,1,NC362,77,79,77.6364819550515,75.2991023173827,77.6370454642179
1366,1,14,2,PHK56,72,73,74.6077890929106,72.7636764514259,74.6082297828584
1367,1,14,3,Pa778,68,71,73.5789292941071,70.7281974110833,73.5792508163847
1368,1,14,4,B-18_INBR.FR.SUPERGOLD,69,77,76.5497965181118,71.1926377082904,76.5500049047402
1369,1,14,5,H110,77,81,78.5203187969426,75.1569878923879,78.5204215781599
1370,1,14,6,PHJ40,63,63,69.4904198082587,68.1212438166713,69.4904260348736
1371,1,14,7,PHVA9,69,69,72.4600127115309,71.0854049439994,72.4599331172593
1372,1,14,8,ND287,64,65,70.4290273592076,68.5494691454421,70.4288740376054
1373,1,14,9,RS_710,63,65,70.397407889078,68.013431716884,70.39719403019
1374,1,14,10,L_155,67,68,71.8651049475615,69.9772793609621,71.8648447932321
1375,1,14,11,DKPB80,77,76,75.8320783346095,74.9409974489638,75.8317870441445
1376,1,14,12,ICI_986,71,72,73.7983135487071,71.9045813816563,73.7980067270634
1377,1,14,13,A662,61,61,68.2638278729512,66.8680359018546,68.2635209042646
1378,1,14,14,ND259,64,65,70.2286958016023,68.33138129194,70.2284026124289
1379,1,14,15,B108,77,77,76.1930210946959,74.7946508845565,76.1927535431351
1380,1,14,16,PHJR5,71,72,73.6569353647354,71.75789220634,73.6567026706081
1381,1,14,17,B97,73,77,76.1205690084241,72.7211525844276,76.1203778397049
1382,1,14,18,W605S,71,77,76.0840463468497,71.6844767334428,76.0839009964865
1383,1,14,19,AusTRCF_306238,77,78,76.5474643231608,74.6478965983123,76.5473673067768
1384,1,14,20,WXB6,77,79,77.0108903662845,74.6114305346597,77.0108430477532
1385,1,14,21,CO256,73,78,76.4743226932731,72.5750653619749,76.4743267224692
1386,1,14,22,PHJ70,77,77,75.9377271990816,74.5387790281788,75.9377851506877
